token	tag
"Never	RB
mind	VB
the	DT
patch,"	NN
exclaimed	VBD
the	DT
happy	JJ
Woodman.	NNP
"I	``
am	VBP
very	RB
grateful	JJ
to	IN
you,	PRP
and	CC
shall	MD
never	RB
forget	VB
your	PRP$
kindness."	NN
"Don't	``
speak	VB
of	IN
it,"	PRP
replied	VBD
Oz.	NNP
Then	RB
the	DT
Tin	NNP
Woodman	NNP
went	VBD
back	RB
to	IN
his	PRP$
friends,	NN
who	WP
wished	VBD
him	PRP
every	DT
joy	NN
on	IN
account	NN
of	IN
his	PRP$
good	JJ
fortune.	NN
The	DT
Lion	NNP
now	RB
walked	VBD
to	IN
the	DT
Throne	NNP
Room	NNP
and	CC
knocked	VBD
at	IN
the	DT
door.	NN
"Come	``
in,"	RB
said	VBD
Oz.	NNP
"I	``
have	VBP
come	VBN
for	IN
my	PRP$
courage,"	NN
announced	VBN
the	DT
Lion,	NNP
entering	VBG
the	DT
room.	NN
"Very	RB
well,"	JJ
answered	VBD
the	DT
little	JJ
man;	NN
"I	``
will	MD
get	VB
it	PRP
for	IN
you."	PRP
He	PRP
went	VBD
to	IN
a	DT
cupboard	NN
and	CC
reaching	VBG
up	RP
to	IN
a	DT
high	JJ
shelf	NN
took	VBD
down	RP
a	DT
square	JJ
green	JJ
bottle,	NN
the	DT
contents	NNS
of	IN
which	WDT
he	PRP
poured	VBD
into	IN
a	DT
green-gold	JJ
dish,	NN
beautifully	RB
carved.	VBN
Placing	VBG
this	DT
before	IN
the	DT
Cowardly	NNP
Lion,	NNP
who	WP
sniffed	VBD
at	IN
it	PRP
as	IN
if	IN
he	PRP
did	VBD
not	RB
like	VB
it,	PRP
the	DT
Wizard	NNP
said,	VBD
"Drink."	''
"What	WP
is	VBZ
it?"	PRP$
asked	VBD
the	DT
Lion.	NNP
"Well,"	``
answered	VBD
Oz,	NNP
"if	IN
it	PRP
were	VBD
inside	RB
of	IN
you,	PRP
it	PRP
would	MD
be	VB
courage.	JJ
You	PRP
know,	VBP
of	IN
course,	NN
that	DT
courage	NN
is	VBZ
always	RB
inside	IN
one;	CD
so	IN
that	IN
this	DT
really	RB
cannot	MD
be	VB
called	VBN
courage	NN
until	IN
you	PRP
have	VBP
swallowed	VBN
it.	.
Therefore	RB
I	PRP
advise	VBP
you	PRP
to	TO
drink	VB
it	PRP
as	RB
soon	RB
as	IN
possible."	JJ
The	DT
Lion	NNP
hesitated	VBD
no	DT
longer,	RB
but	CC
drank	VBD
till	IN
the	DT
dish	NN
was	VBD
empty.	JJ
"How	UH
do	VBP
you	PRP
feel	VB
now?"	JJ
asked	VBN
Oz.	NNP
"Full	``
of	IN
courage,"	NN
replied	VBD
the	DT
Lion,	NNP
who	WP
went	VBD
joyfully	RB
back	RB
to	IN
his	PRP$
friends	NNS
to	TO
tell	VB
them	PRP
of	IN
his	PRP$
good	JJ
fortune.	NN
Oz,	NNP
left	VBD
to	IN
himself,	PRP
smiled	VBD
to	TO
think	VB
of	IN
his	PRP$
success	NN
in	IN
giving	VBG
the	DT
Scarecrow	NNP
and	CC
the	DT
Tin	NNP
Woodman	NNP
and	CC
the	DT
Lion	NNP
exactly	RB
what	WP
they	PRP
thought	VBD
they	PRP
wanted.	VBD
"How	UH
can	MD
I	PRP
help	VB
being	VBG
a	DT
humbug,"	NN
he	PRP
said,	VBD
"when	WRB
all	PDT
these	DT
people	NNS
make	VBP
me	PRP
do	VB
things	NNS
that	WDT
everybody	NN
knows	VBZ
can't	MD
be	VB
done?	VBN
It	PRP
was	VBD
easy	JJ
to	TO
make	VB
the	DT
Scarecrow	NNP
and	CC
the	DT
Lion	NNP
and	CC
the	DT
Woodman	NNP
happy,	RB
because	IN
they	PRP
imagined	VBD
I	PRP
could	MD
do	VB
anything.	NN
But	CC
it	PRP
will	MD
take	VB
more	JJR
than	IN
imagination	NN
to	TO
carry	VB
Dorothy	NNP
back	RB
to	IN
Kansas,	NNP
and	CC
I'm	NNP
sure	RB
I	PRP
don't	RB
know	VB
how	WRB
it	PRP
can	MD
be	VB
done."	VBN
Chapter	NN
XVII.	NNP
For	IN
three	CD
days	NNS
Dorothy	NNP
heard	VBD
nothing	NN
from	IN
Oz.	NNP
These	DT
were	VBD
sad	JJ
days	NNS
for	IN
the	DT
little	JJ
girl,	NN
although	IN
her	PRP$
friends	NNS
were	VBD
all	RB
quite	RB
happy	JJ
and	CC
contented.	JJ
The	DT
Scarecrow	NNP
told	VBD
them	PRP
there	EX
were	VBD
wonderful	JJ
thoughts	NNS
in	IN
his	PRP$
head;	NN
but	CC
he	PRP
would	MD
not	RB
say	VB
what	WP
they	PRP
were	VBD
because	IN
he	PRP
knew	VBD
no	DT
one	PRP
could	MD
understand	VB
them	PRP
but	CC
himself.	PRP
When	WRB
the	DT
Tin	NNP
Woodman	NNP
walked	VBD
about	IN
he	PRP
felt	VBD
his	PRP$
heart	NN
rattling	VBG
around	RB
in	IN
his	PRP$
breast;	NN
and	CC
he	PRP
told	VBD
Dorothy	NNP
he	PRP
had	VBD
discovered	VBN
it	PRP
to	TO
be	VB
a	DT
kinder	JJR
and	CC
more	RBR
tender	JJ
heart	NN
than	IN
the	DT
one	NN
he	PRP
had	VBD
owned	VBN
when	WRB
he	PRP
was	VBD
made	VBN
of	IN
flesh.	NN
The	DT
Lion	NNP
declared	VBD
he	PRP
was	VBD
afraid	JJ
of	IN
nothing	NN
on	IN
earth,	NN
and	CC
would	MD
gladly	RB
face	VB
an	DT
army	NN
of	IN
men	NNS
or	CC
a	DT
dozen	NN
of	IN
the	DT
fierce	JJ
Kalidahs.	NNP
Thus	RB
each	DT
of	IN
the	DT
little	JJ
party	NN
was	VBD
satisfied	VBN
except	IN
Dorothy,	NNP
who	WP
longed	VBD
more	RBR
than	IN
ever	RB
to	TO
get	VB
back	RB
to	IN
Kansas.	NNP
On	IN
the	DT
fourth	JJ
day,	NN
to	IN
her	PRP$
great	JJ
joy,	NN
Oz	NNP
sent	VBD
for	IN
her,	NN
and	CC
when	WRB
she	PRP
entered	VBD
the	DT
Throne	NNP
Room	NNP
he	PRP
said,	VBD
pleasantly:	RB
"Sit	VB
down,	RP
my	PRP$
dear;	NN
I	PRP
think	VBP
I	PRP
have	VBP
found	VBN
the	DT
way	NN
to	TO
get	VB
you	PRP
out	IN
of	IN
this	DT
country."	NN
"And	``
back	RB
to	IN
Kansas?"	NNP
she	PRP
asked,	VBD
eagerly.	NN
"Well,	NNP
I'm	NNP
not	RB
sure	JJ
about	IN
Kansas,"	NNP
said	VBD
Oz;	NNP
"for	``
I	PRP
haven't	VBP
the	DT
faintest	JJS
notion	NN
which	WDT
way	NN
it	PRP
lies.	VBZ
But	CC
the	DT
first	JJ
thing	NN
to	TO
do	VB
is	VBZ
to	TO
cross	VB
the	DT
desert,	NN
and	CC
then	RB
it	PRP
should	MD
be	VB
easy	JJ
to	TO
find	VB
your	PRP$
way	NN
home."	''
"How	``
can	MD
I	PRP
cross	VB
the	DT
desert?"	NN
she	PRP
enquired.	VBD
"Well,	NNP
I'll	NNP
tell	VB
you	PRP
what	WP
I	PRP
think,"	VBP
said	VBD
the	DT
little	JJ
man.	NN
"You	PRP
see,	VBP
when	WRB
I	PRP
came	VBD
to	IN
this	DT
country	NN
it	PRP
was	VBD
in	IN
a	DT
balloon.	NN
You	PRP
also	RB
came	VBD
through	IN
the	DT
air,	NN
being	VBG
carried	VBN
by	IN
a	DT
cyclone.	NN
So	RB
I	PRP
believe	VBP
the	DT
best	JJS
way	NN
to	TO
get	VB
across	IN
the	DT
desert	NN
will	MD
be	VB
through	IN
the	DT
air.	NN
Now,	RB
it	PRP
is	VBZ
quite	RB
beyond	IN
my	PRP$
powers	NNS
to	TO
make	VB
a	DT
cyclone;	NN
but	CC
I've	VB
been	VBN
thinking	VBG
the	DT
matter	NN
over,	RB
and	CC
I	PRP
believe	VBP
I	PRP
can	MD
make	VB
a	DT
balloon."	NN
"How?"	''
asked	VBD
Dorothy.	NNP
"A	``
balloon,"	NN
said	VBD
Oz,	NNP
"is	VBZ
made	VBN
of	IN
silk,	NN
which	WDT
is	VBZ
coated	VBN
with	IN
glue	NN
to	TO
keep	VB
the	DT
gas	NN
in	IN
it.	PRP
I	PRP
have	VBP
plenty	NN
of	IN
silk	NN
in	IN
the	DT
Palace,	NNP
so	IN
it	PRP
will	MD
be	VB
no	DT
trouble	NN
for	IN
us	PRP
to	TO
make	VB
the	DT
balloon.	NN
But	CC
in	IN
all	PDT
this	DT
country	NN
there	EX
is	VBZ
no	DT
gas	NN
to	TO
fill	VB
the	DT
balloon	NN
with,	RB
to	TO
make	VB
it	PRP
float."	JJ
"If	``
it	PRP
won't	MD
float,"	VB
remarked	VBD
Dorothy,	NNP
"it	``
will	MD
be	VB
of	IN
no	DT
use	NN
to	IN
us."	PRP
"True,"	``
answered	VBD
Oz.	NNP
"But	``
there	EX
is	VBZ
another	DT
way	NN
to	TO
make	VB
it	PRP
float,	VB
which	WDT
is	VBZ
to	TO
fill	VB
it	PRP
with	IN
hot	JJ
air.	NN
Hot	JJ
air	NN
isn't	RB
as	RB
good	JJ
as	IN
gas,	NN
for	IN
if	IN
the	DT
air	NN
should	MD
get	VB
cold	JJ
the	DT
balloon	NN
would	MD
come	VB
down	RP
in	IN
the	DT
desert,	NN
and	CC
we	PRP
should	MD
be	VB
lost."	VBN
"We!"	``
exclaimed	VBD
the	DT
girl;	NN
"are	VB
you	PRP
going	VBG
with	IN
me?"	NN
"Yes,	NNP
of	IN
course,"	NN
replied	VBD
Oz.	NNP
"I	PRP
am	VBP
tired	JJ
of	IN
being	VBG
such	PDT
a	DT
humbug.	NN
If	IN
I	PRP
should	MD
go	VB
out	IN
of	IN
this	DT
Palace	NNP
my	PRP$
people	NNS
would	MD
soon	RB
discover	VB
I	PRP
am	VBP
not	RB
a	DT
Wizard,	NNP
and	CC
then	RB
they	PRP
would	MD
be	VB
vexed	VBN
with	IN
me	PRP
for	IN
having	VBG
deceived	VBN
them.	PRP
So	RB
I	PRP
have	VBP
to	TO
stay	VB
shut	VBN
up	RP
in	IN
these	DT
rooms	NNS
all	DT
day,	NN
and	CC
it	PRP
gets	VBZ
tiresome.	JJ
I'd	NNP
much	RB
rather	RB
go	VB
back	RB
to	IN
Kansas	NNP
with	IN
you	PRP
and	CC
be	VB
in	IN
a	DT
circus	NN
again."	''
"I	``
shall	MD
be	VB
glad	JJ
to	TO
have	VB
your	PRP$
company,"	NN
said	VBD
Dorothy.	NNP
"Thank	``
you,"	UH
he	PRP
answered.	VBD
"Now,	``
if	IN
you	PRP
will	MD
help	VB
me	PRP
sew	VB
the	DT
silk	NN
together,	RB
we	PRP
will	MD
begin	VB
to	TO
work	VB
on	IN
our	PRP$
balloon."	NN
So	RB
Dorothy	NNP
took	VBD
a	DT
needle	NN
and	CC
thread,	NN
and	CC
as	RB
fast	RB
as	IN
Oz	NNP
cut	VBD
the	DT
strips	NNS
of	IN
silk	NN
into	IN
proper	JJ
shape	NN
the	DT
girl	NN
sewed	VBD
them	PRP
neatly	RB
together.	RB
First	RB
there	EX
was	VBD
a	DT
strip	NN
of	IN
light	JJ
green	JJ
silk,	NN
then	RB
a	DT
strip	NN
of	IN
dark	JJ
green	NN
and	CC
then	RB
a	DT
strip	NN
of	IN
emerald	NN
green;	NN
for	IN
Oz	NNP
had	VBD
a	DT
fancy	NN
to	TO
make	VB
the	DT
balloon	NN
in	IN
different	JJ
shades	NNS
of	IN
the	DT
color	NN
about	IN
them.	PRP
It	PRP
took	VBD
three	CD
days	NNS
to	TO
sew	VB
all	PDT
the	DT
strips	NNS
together,	RB
but	CC
when	WRB
it	PRP
was	VBD
finished	VBN
they	PRP
had	VBD
a	DT
big	JJ
bag	NN
of	IN
green	JJ
silk	NN
more	JJR
than	IN
twenty	CD
feet	NNS
long.	JJ
Then	RB
Oz	NNP
painted	VBD
it	PRP
on	IN
the	DT
inside	NN
with	IN
a	DT
coat	NN
of	IN
thin	JJ
glue,	NN
to	TO
make	VB
it	PRP
air-tight,	JJ
after	IN
which	WDT
he	PRP
announced	VBD
that	IN
the	DT
balloon	NN
was	VBD
ready.	JJ
"But	``
we	PRP
must	MD
have	VB
a	DT
basket	NN
to	TO
ride	VB
in,"	RB
he	PRP
said.	VBD
So	RB
he	PRP
sent	VBD
the	DT
soldier	NN
with	IN
the	DT
green	JJ
whiskers	NNS
for	IN
a	DT
big	JJ
clothes	NNS
basket,	NN
which	WDT
he	PRP
fastened	VBD
with	IN
many	JJ
ropes	NNS
to	IN
the	DT
bottom	NN
of	IN
the	DT
balloon.	NN
When	WRB
it	PRP
was	VBD
all	DT
ready,	JJ
Oz	NNP
sent	VBD
word	NN
to	IN
his	PRP$
people	NNS
that	IN
he	PRP
was	VBD
going	VBG
to	TO
make	VB
a	DT
visit	NN
to	IN
a	DT
great	JJ
brother	NN
Wizard	NNP
who	WP
lived	VBD
in	IN
the	DT
clouds.	NN
The	DT
news	NN
spread	VBD
rapidly	RB
throughout	IN
the	DT
city	NN
and	CC
everyone	NN
came	VBD
to	TO
see	VB
the	DT
wonderful	JJ
sight.	NN
Oz	NNP
ordered	VBD
the	DT
balloon	NN
carried	VBN
out	RP
in	IN
front	NN
of	IN
the	DT
Palace,	NNP
and	CC
the	DT
people	NNS
gazed	VBD
upon	IN
it	PRP
with	IN
much	JJ
curiosity.	NN
The	DT
Tin	NNP
Woodman	NNP
had	VBD
chopped	VBN
a	DT
big	JJ
pile	NN
of	IN
wood,	NN
and	CC
now	RB
he	PRP
made	VBD
a	DT
fire	NN
of	IN
it,	PRP
and	CC
Oz	NNP
held	VBD
the	DT
bottom	NN
of	IN
the	DT
balloon	NN
over	IN
the	DT
fire	NN
so	IN
that	IN
the	DT
hot	JJ
air	NN
that	WDT
arose	VBD
from	IN
it	PRP
would	MD
be	VB
caught	VBN
in	IN
the	DT
silken	JJ
bag.	NN
Gradually	RB
the	DT
balloon	NN
swelled	VBD
out	RP
and	CC
rose	VBD
into	IN
the	DT
air,	NN
until	IN
finally	RB
the	DT
basket	NN
just	RB
touched	VBD
the	DT
ground.	NN
Then	RB
Oz	NNP
got	VBD
into	IN
the	DT
basket	NN
and	CC
said	VBD
to	IN
all	PDT
the	DT
people	NNS
in	IN
a	DT
loud	JJ
voice:	JJ
"I	``
am	VBP
now	RB
going	VBG
away	RB
to	TO
make	VB
a	DT
visit.	NN
While	IN
I	PRP
am	VBP
gone	VBN
the	DT
Scarecrow	NNP
will	MD
rule	VB
over	IN
you.	PRP
I	PRP
command	VBP
you	PRP
to	TO
obey	VB
him	PRP
as	IN
you	PRP
would	MD
me."	PRP
The	DT
balloon	NN
was	VBD
by	IN
this	DT
time	NN
tugging	VBG
hard	RB
at	IN
the	DT
rope	NN
that	WDT
held	VBD
it	PRP
to	IN
the	DT
ground,	NN
for	IN
the	DT
air	NN
within	IN
it	PRP
was	VBD
hot,	JJ
and	CC
this	DT
made	VBD
it	PRP
so	RB
much	RB
lighter	JJR
in	IN
weight	NN
than	IN
the	DT
air	NN
without	IN
that	DT
it	PRP
pulled	VBD
hard	RB
to	TO
rise	VB
into	IN
the	DT
sky.	NN
"Come,	-LRB-
Dorothy!"	NNP
cried	VBD
the	DT
Wizard;	NNP
"hurry	NN
up,	,
or	CC
the	DT
balloon	NN
will	MD
fly	VB
away."	RB
"I	``
can't	MD
find	VB
Toto	NNP
anywhere,"	RB
replied	VBD
Dorothy,	NNP
who	WP
did	VBD
not	RB
wish	VB
to	TO
leave	VB
her	PRP$
little	JJ
dog	NN
behind.	.
Toto	NNP
had	VBD
run	VBN
into	IN
the	DT
crowd	NN
to	TO
bark	VB
at	IN
a	DT
kitten,	NN
and	CC
Dorothy	NNP
at	IN
last	RB
found	VBD
him.	PRP
She	PRP
picked	VBD
him	PRP
up	RP
and	CC
ran	VBD
toward	IN
the	DT
balloon.	NN
She	PRP
was	VBD
within	IN
a	DT
few	JJ
steps	NNS
of	IN
it,	PRP
and	CC
Oz	NNP
was	VBD
holding	VBG
out	RP
his	PRP$
hands	NNS
to	TO
help	VB
her	PRP
into	IN
the	DT
basket,	NN
when,	,
crack!	NN
went	VBD
the	DT
ropes,	NN
and	CC
the	DT
balloon	NN
rose	VBD
into	IN
the	DT
air	NN
without	IN
her.	NNP
"Come	``
back!"	UH
she	PRP
screamed;	VBD
"I	``
want	VB
to	TO
go,	VB
too!"	''
"I	``
can't	MD
come	VB
back,	RB
my	PRP$
dear,"	NN
called	VBN
Oz	NNP
from	IN
the	DT
basket.	NN
"Good-bye!"	''
"Good-bye!"	''
shouted	VBD
everyone,	NN
and	CC
all	DT
eyes	NNS
were	VBD
turned	VBN
upward	RB
to	IN
where	WRB
the	DT
Wizard	NNP
was	VBD
riding	VBG
in	IN
the	DT
basket,	NN
rising	VBG
every	DT
moment	NN
farther	RBR
and	CC
farther	RBR
into	IN
the	DT
sky.	NN
And	CC
that	DT
was	VBD
the	DT
last	JJ
any	DT
of	IN
them	PRP
ever	RB
saw	VBD
of	IN
Oz,	NNP
the	DT
Wonderful	JJ
Wizard,	NNP
though	IN
he	PRP
may	MD
have	VB
reached	VBN
Omaha	NNP
safely,	RB
and	CC
be	VB
there	RB
now,	RB
for	IN
all	DT
we	PRP
know.	VBP
But	CC
the	DT
people	NNS
remembered	VBD
him	PRP
lovingly,	RB
and	CC
said	VBD
to	IN
one	CD
another,	,
"Oz	``
was	VBD
always	RB
our	PRP$
friend.	NN
When	WRB
he	PRP
was	VBD
here	RB
he	PRP
built	VBD
for	IN
us	PRP
this	DT
beautiful	JJ
Emerald	NNP
City,	NNP
and	CC
now	RB
he	PRP
is	VBZ
gone	VBN
he	PRP
has	VBZ
left	VBN
the	DT
Wise	NNP
Scarecrow	NNP
to	TO
rule	VB
over	IN
us."	PRP
Still,	RB
for	IN
many	JJ
days	NNS
they	PRP
grieved	VBD
over	IN
the	DT
loss	NN
of	IN
the	DT
Wonderful	NNP
Wizard,	NNP
and	CC
would	MD
not	RB
be	VB
comforted.	VBN
Chapter	NN
XVIII.	NNP
Dorothy	NNP
wept	VBD
bitterly	RB
at	IN
the	DT
passing	NN
of	IN
her	PRP$
hope	NN
to	TO
get	VB
home	RB
to	IN
Kansas	NNP
again;	RB
but	CC
when	WRB
she	PRP
thought	VBD
it	PRP
all	RB
over	RB
she	PRP
was	VBD
glad	JJ
she	PRP
had	VBD
not	RB
gone	VBN
up	RP
in	IN
a	DT
balloon.	NN
And	CC
she	PRP
also	RB
felt	VBD
sorry	JJ
at	IN
losing	VBG
Oz,	NNP
and	CC
so	RB
did	VBD
her	PRP$
companions.	NN
The	DT
Tin	NNP
Woodman	NNP
came	VBD
to	IN
her	PRP
and	CC
said,	VBD
"Truly	RB
I	PRP
should	MD
be	VB
ungrateful	JJ
if	IN
I	PRP
failed	VBD
to	TO
mourn	VB
for	IN
the	DT
man	NN
who	WP
gave	VBD
me	PRP
my	PRP$
lovely	JJ
heart.	NN
I	PRP
should	MD
like	VB
to	TO
cry	VB
a	DT
little	RB
because	IN
Oz	NNP
is	VBZ
gone,	JJ
if	IN
you	PRP
will	MD
kindly	RB
wipe	VB
away	RB
my	PRP$
tears,	NN
so	IN
that	IN
I	PRP
shall	MD
not	RB
rust."	VB
"With	JJ
pleasure,"	NN
she	PRP
answered,	VBD
and	CC
brought	VBD
a	DT
towel	NN
at	IN
once.	RB
Then	RB
the	DT
Tin	NNP
Woodman	NNP
wept	VBD
for	IN
several	JJ
minutes,	NNS
and	CC
she	PRP
watched	VBD
the	DT
tears	NNS
carefully	RB
and	CC
wiped	VBD
them	PRP
away	RB
with	IN
the	DT
towel.	NN
When	WRB
he	PRP
had	VBD
finished	VBN
he	PRP
thanked	VBD
her	PRP
kindly	RB
and	CC
oiled	VBD
himself	PRP
thoroughly	RB
with	IN
his	PRP$
jewelled	JJ
oil-can,	NN
to	TO
guard	VB
against	IN
mishap.	NN
The	DT
Scarecrow	NNP
was	VBD
now	RB
the	DT
ruler	NN
of	IN
the	DT
Emerald	NNP
City,	NNP
and	CC
although	IN
he	PRP
was	VBD
not	RB
a	DT
Wizard	NNP
the	DT
people	NNS
were	VBD
proud	JJ
of	IN
him.	PRP
"For,"	``
they	PRP
said,	VBD
"there	``
is	VBZ
not	RB
another	DT
city	NN
in	IN
all	PDT
the	DT
world	NN
that	WDT
is	VBZ
ruled	VBN
by	IN
a	DT
stuffed	JJ
man."	NN
And,	NNP
so	RB
far	RB
as	IN
they	PRP
knew,	VBD
they	PRP
were	VBD
quite	RB
right.	JJ
The	DT
morning	NN
after	IN
the	DT
balloon	NN
had	VBD
gone	VBN
up	RP
with	IN
Oz	NNP
the	DT
four	CD
travellers	NNS
met	VBD
in	IN
the	DT
Throne	NNP
Room	NNP
and	CC
talked	VBD
matters	NNS
over.	RP
The	DT
Scarecrow	NNP
sat	VBD
in	IN
the	DT
big	JJ
throne	NN
and	CC
the	DT
others	NNS
stood	VBD
respectfully	RB
before	IN
him.	PRP
"We	PRP
are	VBP
not	RB
so	RB
unlucky,"	JJ
said	VBD
the	DT
new	JJ
ruler;	NN
"for	''
this	DT
Palace	NNP
and	CC
the	DT
Emerald	NNP
City	NNP
belong	VBP
to	IN
us,	PRP
and	CC
we	PRP
can	MD
do	VB
just	RB
as	IN
we	PRP
please.	UH
When	WRB
I	PRP
remember	VBP
that	IN
a	DT
short	JJ
time	NN
ago	RB
I	PRP
was	VBD
up	IN
on	IN
a	DT
pole	NN
in	IN
a	DT
farmer's	NNS
cornfield,	NN
and	CC
that	IN
I	PRP
am	VBP
now	RB
the	DT
ruler	NN
of	IN
this	DT
beautiful	JJ
City,	NNP
I	PRP
am	VBP
quite	RB
satisfied	JJ
with	IN
my	PRP$
lot."	NN
"I	``
also,"	NN
said	VBD
the	DT
Tin	NNP
Woodman,	NNP
"am	NNP
well	UH
pleased	JJ
with	IN
my	PRP$
new	JJ
heart;	NN
and,	CC
really,	RB
that	DT
was	VBD
the	DT
only	JJ
thing	NN
I	PRP
wished	VBD
in	IN
all	PDT
the	DT
world."	NN
"For	``
my	PRP$
part,	NN
I	PRP
am	VBP
content	JJ
in	IN
knowing	VBG
I	PRP
am	VBP
as	RB
brave	JJ
as	IN
any	DT
beast	NN
that	WDT
ever	RB
lived,	VBD
if	IN
not	RB
braver,"	RB
said	VBD
the	DT
Lion,	NNP
modestly,	RB
"If	IN
Dorothy	NNP
would	MD
only	RB
be	VB
contented	VBN
to	TO
live	VB
in	IN
the	DT
Emerald	NNP
City,"	NNP
continued	VBD
the	DT
Scarecrow,	NNP
"we	''
might	MD
all	RB
be	VB
happy	JJ
together."	.
"But	``
I	PRP
don't	RB
want	VBP
to	TO
live	VB
here,"	NN
cried	VBD
Dorothy.	NNP
"I	``
want	VBP
to	TO
go	VB
to	IN
Kansas,	NNP
and	CC
live	VB
with	IN
Aunt	NNP
Em	NNP
and	CC
Uncle	NNP
Henry."	NNP
"Well,	RB
then,	RB
what	WP
can	MD
be	VB
done?"	VBN
enquired	VBD
the	DT
Woodman.	NNP
The	DT
Scarecrow	NNP
decided	VBD
to	TO
think,	VB
and	CC
he	PRP
thought	VBD
so	RB
hard	RB
that	IN
the	DT
pins	NNS
and	CC
needles	NNS
began	VBD
to	TO
stick	VB
out	IN
of	IN
his	PRP$
brains.	NN
Finally	RB
he	PRP
said:	VBD
"Why	``
not	RB
call	VB
the	DT
Winged	NNP
Monkeys,	NNP
and	CC
asked	VBD
them	PRP
to	TO
carry	VB
you	PRP
over	IN
the	DT
desert?"	NN
"I	``
never	RB
thought	VBD
of	IN
that!"	UH
said	VBD
Dorothy,	NNP
joyfully.	RB
"It's	``
just	RB
the	DT
thing.	NN
I'll	NNP
go	VB
at	IN
once	RB
for	IN
the	DT
Golden	NNP
Cap."	NNP
When	WRB
she	PRP
brought	VBD
it	PRP
into	IN
the	DT
Throne	NNP
Room	NNP
she	PRP
spoke	VBD
the	DT
magic	JJ
words,	NN
and	CC
soon	RB
the	DT
band	NN
of	IN
Winged	NNP
Monkeys	NNPS
flew	VBD
in	RB
through	IN
an	DT
open	JJ
window	NN
and	CC
stood	VBD
beside	IN
her.	NNP
"This	``
is	VBZ
the	DT
second	JJ
time	NN
you	PRP
have	VBP
called	VBN
us,"	PRP
said	VBD
the	DT
Monkey	NNP
King,	NNP
bowing	VBG
before	IN
the	DT
little	JJ
girl.	NN
"What	WP
do	VBP
you	PRP
wish?"	VB
"I	``
want	VBP
you	PRP
to	TO
fly	VB
with	IN
me	PRP
to	IN
Kansas,"	NNP
said	VBD
Dorothy.	NNP
But	CC
the	DT
Monkey	NNP
King	NNP
shook	VBD
his	PRP$
head.	NN
"That	WP
cannot	MD
be	VB
done,"	VBN
he	PRP
said.	VBD
"We	PRP
belong	VBP
to	IN
this	DT
country	NN
alone,	RB
and	CC
cannot	MD
leave	VB
it.	.
There	EX
has	VBZ
never	RB
been	VBN
a	DT
Winged	NNP
Monkey	NNP
in	IN
Kansas	NNP
yet,	,
and	CC
I	PRP
suppose	VBP
there	EX
never	RB
will	MD
be,	VB
for	IN
they	PRP
don't	MD
belong	VB
there.	RB
We	PRP
shall	MD
be	VB
glad	JJ
to	TO
serve	VB
you	PRP
in	IN
any	DT
way	NN
in	IN
our	PRP$
power,	NN
but	CC
we	PRP
cannot	MD
cross	VB
the	DT
desert.	NN
Good-bye."	UH
And	CC
with	IN
another	DT
bow	NN
the	DT
Monkey	NNP
King	NNP
spread	VBD
his	PRP$
wings	NNS
and	CC
flew	VBD
away	RB
through	IN
the	DT
window,	NN
followed	VBN
by	IN
all	PDT
his	PRP$
band.	NN
Dorothy	NNP
was	VBD
almost	RB
ready	JJ
to	TO
cry	VB
with	IN
disappointment.	NN
"I	``
have	VBP
wasted	VBN
the	DT
charm	NN
of	IN
the	DT
Golden	NNP
Cap	NNP
to	IN
no	DT
purpose,"	NN
she	PRP
said,	VBD
"for	IN
the	DT
Winged	NNP
Monkeys	NNPS
cannot	MD
help	VB
me."	PRP
"It	``
is	VBZ
certainly	RB
too	RB
bad!"	JJ
said	VBD
the	DT
tender	NN
hearted	VBN
Woodman.	NNP
The	DT
Scarecrow	NNP
was	VBD
thinking	VBG
again,	RB
and	CC
his	PRP$
head	NN
bulged	VBD
out	RP
so	RB
horribly	RB
that	IN
Dorothy	NNP
feared	VBD
it	PRP
would	MD
burst.	VB
"Let	``
us	PRP
call	VB
in	RP
the	DT
soldier	NN
with	IN
the	DT
green	JJ
whiskers,"	NN
he	PRP
said,	VBD
"and	``
ask	VB
his	PRP$
advice."	NN
So	RB
the	DT
soldier	NN
was	VBD
summoned	VBN
and	CC
entered	VBD
the	DT
Throne	NNP
Room	NNP
timidly,	JJ
for	IN
while	IN
Oz	NNP
was	VBD
alive	JJ
he	PRP
never	RB
was	VBD
allowed	VBN
to	TO
come	VB
further	RB
than	IN
the	DT
door.	NN
"This	``
little	JJ
girl,"	NN
said	VBD
the	DT
Scarecrow	NN
to	IN
the	DT
soldier,	NN
"wishes	VBZ
to	TO
cross	VB
the	DT
desert.	NN
How	WRB
can	MD
she	PRP
do	VB
so?"	''
"I	``
cannot	MD
tell,"	VB
answered	VBD
the	DT
soldier;	NN
"for	``
nobody	NN
has	VBZ
ever	RB
crossed	VBN
the	DT
desert,	NN
unless	IN
it	PRP
is	VBZ
Oz	NNP
himself."	''
"Is	``
there	EX
no	DT
one	NN
who	WP
can	MD
help	VB
me?"	NNS
asked	VBD
Dorothy,	NNP
earnestly.	RB
"Glinda	NNP
might,"	JJ
he	PRP
suggested.	VBD
"Who	WP
is	VBZ
Glinda?"	NNP
enquired	VBD
the	DT
Scarecrow.	NNP
